2.5817,-0.79591,3,-1
-0.91685,-3.4017,-1,-3
2.9855,-0.69011,3,-1
-2.6899,2.8532,-3,3
0.74242,3.0835,1,3
0.96898,-3.5225,1,-3
2.948,-0.86438,3,-1
-3.0627,0.84326,-3,1
-1.3907,1.0817,-1,1
-1.3071,-3.3738,-1,-3
0.87495,-3.0072,1,-3
-1.0126,0.82976,-1,1
-1.2409,0.96237,-1,1
-0.94729,-1.1519,-1,-1
-2.9874,1.0697,-3,1
-3.1014,2.8286,-3,3
-1.2096,0.79618,-1,1
2.7222,0.89812,3,1
-0.97092,-1.1714,-1,-1
0.53893,2.8701,1,3
-1.0759,-3.0589,-1,-3
0.87125,0.865,1,1
0.97422,-1.1845,1,-1
3.0217,2.8535,3,3
2.6442,1.0289,3,1
0.95666,-3.0415,1,-3
-0.94033,-3.1437,-1,-3
1.0507,1.0105,1,1
-3.3701,3.2174,-3,3
-3.0589,-1.576,-3,-1
3.0371,-2.9439,3,-3
2.9001,0.74945,3,1
2.8537,1.2001,3,1
-1.0884,0.72624,-1,1
0.94649,-0.75856,1,-1
-3.1261,0.68708,-3,1
0.66682,-0.90902,1,-1
-2.9905,-3.3478,-3,-3
2.8338,-1.0836,3,-1
-1.3927,-2.7959,-1,-3
-2.9015,-3.3362,-3,-3
3.1425,2.8408,3,3
0.76866,3.0015,1,3
-2.777,3.0991,-3,3
-3.4767,0.84782,-3,1
-0.8849,-1.157,-1,-1
2.5089,0.8334,3,1
-0.72488,-0.83958,-1,-1
-3.4279,2.9948,-3,3
-2.7957,-2.7715,-3,-3
-3.3924,3.148,-3,3
-0.97464,-3.2841,-1,-3
2.6794,0.9264,3,1
-0.8589,-0.90797,-1,-1
-3.1615,3.0034,-3,3
-0.8543,-1.1352,-1,-1
0.8533,2.8704,1,3
0.82252,-1.4608,1,-1
2.8002,-0.93769,3,-1
-3.2704,-1.0463,-3,-1
1.0495,-1.1395,1,-1
-1.0715,3.2052,-1,3
-3.5298,-2.6869,-3,-3
-3.3173,-2.65,-3,-3
-3.204,-0.72926,-3,-1
-3.2271,-0.97328,-3,-1
-0.87301,-1.1254,-1,-1
2.7794,2.4815,3,3
2.7727,-3.0366,3,-3
0.967,0.78476,1,1
-1.0304,1.0604,-1,1
-1.1538,2.6501,-1,3
1.0733,-0.91407,1,-1
-1.0771,2.9603,-1,3
-3.0003,-0.8838,-3,-1
-3.3023,1.0068,-3,1
-0.98955,-3.2091,-1,-3
3.0066,2.7235,3,3
0.75348,-1.2544,1,-1
3.0456,-1.057,3,-1
-1.2897,1.126,-1,1
-2.8793,0.86306,-3,1
-1.1245,2.8278,-1,3
2.9926,0.61288,3,1
2.785,0.93955,3,1
0.794,-3.133,1,-3
-3.2458,-3,-3,-3
-1.0794,-1.364,-1,-1
0.70627,1.2316,1,1
-0.99954,0.58047,-1,1
2.9516,1.1654,3,1
-2.8946,2.7764,-3,3
2.7914,0.52454,3,1
3.0409,-1.0948,3,-1
-2.8734,3.1977,-3,3
-3.2112,0.70039,-3,1
1.0016,-2.728,1,-3
-3.0937,2.5956,-3,3
2.7765,-2.9837,3,-3
-3.18,-0.8957,-3,-1
-1.3497,-3.1725,-1,-3
1.0711,-1.2295,1,-1
2.6063,2.6922,3,3
2.7337,-3.1603,3,-3
-1.4023,-3.135,-1,-3
2.7357,-3.3814,3,-3
0.56381,-1.1334,1,-1
2.6827,-3.1338,3,-3
-0.95098,-0.88475,-1,-1
0.70407,2.6618,1,3
2.8409,-3.2334,3,-3
2.782,0.68152,3,1
2.8564,-3.1888,3,-3
-0.74476,2.9201,-1,3
0.95034,3.0899,1,3
-3.5361,-0.88571,-3,-1
0.5986,-3.3015,1,-3
0.38217,-3.0951,1,-3
-1.2052,-3.0856,-1,-3
2.8503,-1.3769,3,-1
2.9263,0.72805,3,1
2.7256,-1.368,3,-1
2.6689,-1.1816,3,-1
0.3988,-2.784,1,-3
-3.142,-0.69479,-3,-1
-1.2017,-1.0351,-1,-1
1.2055,2.5909,1,3
2.192,-3.1323,3,-3
-3.0583,-2.8496,-3,-3
-0.99099,2.8763,-1,3
1.0831,0.65702,1,1
3.1826,3.0008,3,3
-0.90867,0.57898,-1,1
2.581,-1.1207,3,-1
-0.90081,0.68608,-1,1
3.0535,2.8864,3,3
-0.99028,2.943,-1,3
0.71994,-1.1555,1,-1
3.2694,2.5106,3,3
2.4399,1.1161,3,1
-3.0627,-3.194,-3,-3
3.0916,2.8011,3,3
-0.81299,2.9848,-1,3
-1.1633,1.4075,-1,1
-3.2804,0.89965,-3,1
0.40835,-3.3386,1,-3
2.8721,-1.3816,3,-1
0.68377,-1.2029,1,-1
2.9809,-1.3614,3,-1
0.67465,-0.7578,1,-1
-2.9777,-1.2359,-3,-1
1.0007,0.83653,1,1
2.9971,2.6928,3,3
-1.085,-0.72242,-1,-1
-3.1126,0.65989,-3,1
0.96683,0.96087,1,1
0.79538,2.7588,1,3
-1.2013,-2.776,-1,-3
-3.3949,-1.4601,-3,-1
2.8562,-3.158,3,-3
0.82092,1.0319,1,1
-3.024,-1.0758,-3,-1
0.85005,0.83189,1,1
-1.1311,-1.0533,-1,-1
3.0401,0.584,3,1
0.75331,-0.91263,1,-1
0.89147,-1.3693,1,-1
1.0078,-0.87953,1,-1
1.0566,2.6112,1,3
1.1216,1.3881,1,1
-3.0929,2.6677,-3,3
3.0331,0.85124,3,1
2.7979,2.6531,3,3
1.0027,-0.883,1,-1
-1.0897,2.5634,-1,3
2.9414,1.1496,3,1
-1.1134,2.938,-1,3
0.73123,-1.2841,1,-1
3.1562,0.87116,3,1
0.72761,2.8633,1,3
3.0355,-1.0746,3,-1
-1.3662,-0.75855,-1,-1
-0.80097,-1.5883,-1,-1
2.9389,3.3529,3,3
-2.9726,2.6586,-3,3
2.5988,-1.2421,3,-1
3.1388,-3.1836,3,-3
-3.2531,3.3659,-3,3
-3.0489,-1.5607,-3,-1
2.986,1.3938,3,1
-3.246,2.5854,-3,3
0.78976,-3.1293,1,-3
2.6671,-1.287,3,-1
1.0719,-3.1256,1,-3
0.93517,0.94382,1,1
-3.3064,-1.0094,-3,-1
0.90124,-3.4046,1,-3
0.99884,-0.87521,1,-1
-1.322,0.37121,-1,1
3.2017,-2.9182,3,-3
2.6915,2.4954,3,3
2.9908,-2.949,3,-3
0.72332,-1.105,1,-1
-3.0605,-2.6379,-3,-3
-3.4199,-1.241,-3,-1
-2.8942,-2.8586,-3,-3
-1.3892,0.47609,-1,1
-0.98353,-2.8619,-1,-3
-1.4569,0.46435,-1,1
1.1293,-3.1885,1,-3
2.6371,0.90828,3,1
-2.9009,-2.8466,-3,-3
-1.3591,0.70485,-1,1
-0.90425,-3.1409,-1,-3
3.0334,2.8955,3,3
-2.9937,1.0612,-3,1
-1.0877,2.7759,-1,3
-1.2565,0.87496,-1,1
3.2842,2.4834,3,3
0.88,3.2978,1,3
-3.2589,0.515,-3,1
2.8377,-0.87481,3,-1
0.68574,-1.3214,1,-1
3.2802,-1.1011,3,-1
2.6443,2.8225,3,3
0.71404,-2.9369,1,-3
1.2565,-3.2288,1,-3
0.77676,3.1698,1,3
-3.3399,-1.2351,-3,-1
1.1348,-3.1475,1,-3
2.8269,2.6547,3,3
0.87764,1.0875,1,1
-1.1486,-1.2269,-1,-1
2.6628,-3.0656,3,-3
-1.3277,-3.0391,-1,-3
-1.1638,-3.3319,-1,-3
3.0542,-3.4441,3,-3
3.1158,2.9421,3,3
-1.2817,0.86318,-1,1
-1.0487,-2.7966,-1,-3
-2.9949,-0.96381,-3,-1
-2.8411,2.7493,-3,3
-1.1751,3.0236,-1,3
-3.0305,0.70461,-3,1
0.59814,0.93875,1,1
-3.3013,-3.216,-3,-3
-0.9811,-2.922,-1,-3
-3.1444,-1.5098,-3,-1
3.1427,-0.77102,3,-1
-3.0748,2.9216,-3,3
-0.86447,0.82051,-1,1
-1.0592,3.0092,-1,3
-1.225,2.6706,-1,3
0.94533,-2.8714,1,-3
-2.914,0.76428,-3,1
0.74238,2.6805,1,3
0.91182,0.90448,1,1
2.9529,1.1711,3,1
-1.2054,2.5846,-1,3
2.8112,1.0409,3,1
-0.92013,0.69298,-1,1
2.6756,2.7834,3,3
1.1504,-1.0927,1,-1
2.7586,2.6893,3,3
3.1136,-1.053,3,-1
0.84042,0.78019,1,1
2.9664,-1.1027,3,-1
0.76203,-3.2013,1,-3
3.198,-3.2372,3,-3
2.6697,-0.91495,3,-1
-2.8036,-3.1403,-3,-3
0.91779,-1.4066,1,-1
2.9318,-1.042,3,-1
2.9631,-1.0689,3,-1
1.2021,1.2776,1,1
-3.4455,2.8211,-3,3
-2.7937,-1.2764,-3,-1
0.54083,0.8618,1,1
1.1674,-0.93926,1,-1
-3.5493,3.0163,-3,3
-3.0705,-3.4596,-3,-3
2.7336,-2.8602,3,-3
1.0332,-3.3792,1,-3
3.0567,-0.91762,3,-1
0.64114,0.80278,1,1
1.3664,-2.7385,1,-3
-3.3168,2.4602,-3,3
3.1079,-1.0028,3,-1
0.6039,3.0812,1,3
-1.1125,-3.2918,-1,-3
1.0455,-0.88322,1,-1
-3.0072,0.72475,-3,1
1.0292,2.7965,1,3
-1.0089,2.8674,-1,3
2.5735,2.6739,3,3
2.8432,-3.0876,3,-3
3.1469,0.92113,3,1
-1.3883,2.7821,-1,3
2.8184,-3.4979,3,-3
2.9707,1.1533,3,1
-3.2631,0.82163,-3,1
0.94052,-2.9536,1,-3
-0.97251,2.8568,-1,3
-0.94198,1.0452,-1,1
-2.9876,3.1749,-3,3
-1.627,-3.1321,-1,-3
2.576,-3.3373,3,-3
0.7072,-0.94404,1,-1
-3.0037,-1.3269,-3,-1
2.8886,0.7116,3,1
1.0423,1.0547,1,1
-2.7435,3.0589,-3,3
-3.0046,2.9597,-3,3
2.3197,-3.5259,3,-3
2.7529,-2.9392,3,-3
-3.2943,1.0594,-3,1
-3.2133,-3.0228,-3,-3
3.0119,0.6731,3,1
0.85057,1.1247,1,1
-1.2363,-1.3798,-1,-1
0.82939,-2.7008,1,-3
-3.2003,0.85965,-3,1
-1.0116,-0.87189,-1,-1
1.1661,2.6763,1,3
-0.77028,3.2588,-1,3
-2.9329,3.0764,-3,3
-2.9889,-0.60648,-3,-1
-1.0733,2.731,-1,3
-1.2117,-2.6936,-1,-3
-2.6991,2.9408,-3,3
-0.94082,1.1987,-1,1
-2.8528,3.0737,-3,3
-1.0115,-0.9685,-1,-1
1.0541,2.3713,1,3
2.7341,-1.0122,3,-1
