2.4104,-0.72268,3,-1
-0.92548,-3.5528,-1,-3
3.0342,-0.55987,3,-1
-2.3473,2.8537,-3,3
0.70124,3.1731,1,3
0.95522,-3.6028,1,-3
2.97,-0.68285,3,-1
-3.037,0.82273,-3,1
-1.5015,1.092,-1,1
-1.4579,-3.428,-1,-3
0.96684,-2.8623,1,-3
-0.9975,0.79641,-1,1
-1.3426,0.89833,-1,1
-0.85949,-1.1096,-1,-1
-2.7671,1.129,-3,1
-2.9577,3.0165,-3,3
-1.1731,0.61322,-1,1
2.579,1.0806,3,1
-0.66726,-1.2462,-1,-1
0.25606,2.9074,1,3
-0.93408,-3.0183,-1,-3
0.73229,0.8392,1,1
1.0834,-1.1889,1,-1
3.2603,2.4935,3,3
2.6924,0.90919,3,1
0.7592,-2.8778,1,-3
-0.847,-3.2045,-1,-3
1.0913,1.1149,1,1
-3.2241,3.6255,-3,3
-3.1792,-1.4303,-3,-1
2.9202,-3.2276,3,-3
2.9144,0.67957,3,1
2.8607,1.1453,3,1
-1.1759,0.65029,-1,1
1.0454,-0.62222,1,-1
-3.122,0.59923,-3,1
0.57073,-0.75844,1,-1
-3.1284,-3.2359,-3,-3
2.8701,-1.1297,3,-1
-1.7678,-2.1402,-1,-3
-3.1258,-3.1195,-3,-3
3.4037,2.6064,3,3
0.89948,3.0427,1,3
-2.5976,3.273,-3,3
-3.4717,0.94634,-3,1
-0.71797,-1.3412,-1,-1
2.3351,0.97448,3,1
-0.34594,-0.71191,-1,-1
-3.5019,3.1126,-3,3
-2.6144,-2.586,-3,-3
-3.5067,3.1716,-3,3
-0.80399,-3.4232,-1,-3
2.5472,1.1357,3,1
-0.59621,-0.83598,-1,-1
-3.2213,2.9519,-3,3
-0.59851,-1.2178,-1,-1
0.62425,2.93,1,3
0.79838,-1.6211,1,-1
2.7634,-0.61995,3,-1
-3.2468,-1.2755,-3,-1
1.2837,-0.96062,1,-1
-1.3425,3.2617,-1,3
-3.6304,-2.5985,-3,-3
-3.4194,-2.4839,-3,-3
-3.1525,-0.79471,-3,-1
-3.3407,-1.1065,-3,-1
-0.59708,-1.3418,-1,-1
2.4492,2.399,3,3
2.8571,-3.0779,3,-3
0.85557,0.83563,1,1
-0.93581,1.0548,-1,1
-1.3213,2.5377,-1,3
1.3571,-0.73638,1,-1
-1.2777,3.027,-1,3
-2.8664,-0.85474,-3,-1
-3.5201,0.9689,-3,1
-0.74367,-3.3287,-1,-3
2.8825,2.7305,3,3
0.74166,-1.3889,1,-1
3.1154,-0.90448,3,-1
-1.3112,1.1948,-1,1
-2.7504,0.81855,-3,1
-1.1988,2.6816,-1,3
2.9142,0.64865,3,1
2.6781,0.95779,3,1
0.63616,-2.8498,1,-3
-3.367,-2.8458,-3,-3
-1.0118,-1.3416,-1,-1
0.66988,1.403,1,1
-1.0388,0.26548,-1,1
3.0265,1.4467,3,1
-2.927,2.6743,-3,3
2.6428,0.33654,3,1
3.1472,-0.99916,3,-1
-2.4735,3.5551,-3,3
-3.1636,0.85976,-3,1
1.2741,-2.5355,1,-3
-3.1749,2.4579,-3,3
2.5487,-2.9432,3,-3
-3.1074,-0.76704,-3,-1
-1.4962,-3.2636,-1,-3
1.2393,-1.1963,1,-1
2.39,2.4345,3,3
2.5706,-3.1598,3,-3
-1.3833,-3.2663,-1,-3
2.6607,-3.3439,3,-3
0.61968,-1.0975,1,-1
2.5367,-3.0677,3,-3
-0.71627,-0.99264,-1,-1
0.3355,2.53,1,3
2.9324,-3.1949,3,-3
2.6446,0.63208,3,1
2.8362,-3.1861,3,-3
-0.44514,2.7,-1,3
0.79291,3.2218,1,3
-3.5429,-1.0432,-3,-1
0.65277,-3.3701,1,-3
0.31831,-2.9715,1,-3
-1.0181,-3.3433,-1,-3
2.9298,-1.2616,3,-1
2.8146,0.83413,3,1
2.799,-1.3373,3,-1
2.6868,-1.114,3,-1
0.48344,-2.6467,1,-3
-3.1098,-0.92733,-3,-1
-1.1028,-1.0794,-1,-1
0.94583,2.5753,1,3
1.8342,-2.8221,3,-3
-3.0715,-2.7616,-3,-3
-1.1972,2.7585,-1,3
1.0932,0.54742,1,1
3.1354,3.023,3,3
-1.0808,0.30219,-1,1
2.7557,-0.85646,3,-1
-0.89148,0.45055,-1,1
3.2156,2.8107,3,3
-1.0255,2.7213,-1,3
0.83662,-1.1429,1,-1
3.4467,2.2342,3,3
2.3478,1.1603,3,1
-2.9686,-3.2714,-3,-3
3.3282,2.6599,3,3
-0.81867,2.9359,-1,3
-1.2233,1.2977,-1,1
-3.3735,0.79051,-3,1
0.45267,-3.4754,1,-3
2.8497,-1.2275,3,-1
0.74607,-1.1766,1,-1
2.9972,-1.2906,3,-1
0.70901,-0.51586,1,-1
-2.9333,-1.4254,-3,-1
1.1348,0.71539,1,1
2.928,2.6992,3,3
-0.98529,-0.5855,-1,-1
-3.042,0.47422,-3,1
1.0216,1.0154,1,1
0.62397,2.7435,1,3
-1.2079,-2.5519,-1,-3
-3.4652,-1.5956,-3,-1
2.772,-3.286,3,-3
0.66171,1.1559,1,1
-2.9147,-1.2112,-3,-1
0.70245,0.91416,1,1
-0.92543,-1.171,-1,-1
2.9205,0.62566,3,1
0.84698,-0.81303,1,-1
0.89377,-1.3941,1,-1
1.2,-0.78221,1,-1
0.94996,2.487,1,3
1.2265,1.5965,1,1
-3.005,2.5797,-3,3
3.0999,0.67001,3,1
2.8517,2.456,3,3
1.0635,-0.6892,1,-1
-1.0608,2.2342,-1,3
2.9304,1.3347,3,1
-1.1516,2.802,-1,3
0.64801,-1.4021,1,-1
3.3277,0.87015,3,1
0.55164,2.7193,1,3
3.0077,-0.96273,3,-1
-1.3614,-0.64807,-1,-1
-0.7094,-1.8355,-1,-1
3.1141,3.4388,3,3
-2.8624,2.6167,-3,3
2.1088,-1.6161,3,-1
3.0053,-3.3747,3,-3
-3.0813,3.7945,-3,3
-2.925,-1.5972,-3,-1
3.2933,1.6159,3,1
-3.3276,2.685,-3,3
0.78251,-3.3521,1,-3
2.5622,-1.2296,3,-1
1.0585,-3.1034,1,-3
0.86056,1.0657,1,1
-3.4398,-1.0357,-3,-1
0.93115,-3.4246,1,-3
1.0461,-0.68347,1,-1
-1.5763,0.14579,-1,1
3.2062,-3.1014,3,-3
2.5858,2.3035,3,3
2.6572,-3.0883,3,-3
0.70487,-1.0149,1,-1
-3.2467,-2.2744,-3,-3
-3.6033,-1.0573,-3,-1
-3.0315,-2.5,-3,-3
-1.5902,0.3486,-1,1
-0.87501,-2.6676,-1,-3
-1.6532,0.29482,-1,1
1.1722,-3.2505,1,-3
2.4635,0.99885,3,1
-2.906,-2.5933,-3,-3
-1.5874,0.57992,-1,1
-0.75685,-3.1569,-1,-3
3.1023,2.7908,3,3
-2.8114,1.1087,-3,1
-1.0213,2.7594,-1,3
-1.2965,0.83861,-1,1
3.5869,2.0038,3,3
1.0462,3.3136,1,3
-3.2663,0.42165,-3,1
2.8268,-0.81959,3,-1
0.68775,-1.2497,1,-1
3.385,-1.3314,3,-1
2.6468,2.7661,3,3
0.33576,-2.8537,1,-3
1.2578,-3.2665,1,-3
0.6834,3.3524,1,3
-3.5613,-1.3084,-3,-1
1.253,-3.1669,1,-3
2.8198,2.6113,3,3
0.80379,1.1561,1,1
-1.0514,-1.4253,-1,-1
2.4378,-2.9427,3,-3
-1.3778,-2.9829,-1,-3
-1.349,-3.4659,-1,-3
